"","date","county","state","fips","cases","deaths"
"378","2020-04-14","Arlington","Virginia",51013,401,12
"379","2020-04-14","Clarke","Virginia",51043,5,0
"380","2020-04-14","Culpeper","Virginia",51047,24,0
"381","2020-04-14","Fairfax","Virginia",51059,1207,20
"382","2020-04-14","Fairfax city","Virginia",51600,1,0
"383","2020-04-14","Falls Church city","Virginia",51610,2,0
"384","2020-04-14","Fredericksburg city","Virginia",51630,14,0
"385","2020-04-14","King George","Virginia",51099,16,0
"386","2020-04-14","Loudoun","Virginia",51107,344,5
"387","2020-04-14","Manassas Park city","Virginia",51685,13,0
"388","2020-04-14","Manassas city","Virginia",51683,49,0
"389","2020-04-14","Prince William","Virginia",51153,508,1
"390","2020-04-14","Rappahannock","Virginia",51157,1,0
"391","2020-04-14","Spotsylvania","Virginia",51177,56,0
"392","2020-04-14","Stafford","Virginia",51179,95,1
"393","2020-04-14","Warren","Virginia",51187,19,0
"394","2020-04-15","Alexandria city","Virginia",51510,254,6
"395","2020-04-15","Arlington","Virginia",51013,420,12
"396","2020-04-15","Clarke","Virginia",51043,6,0
"397","2020-04-15","Culpeper","Virginia",51047,25,0
"398","2020-04-15","Fairfax","Virginia",51059,1298,29
"399","2020-04-15","Fairfax city","Virginia",51600,1,0
"400","2020-04-15","Falls Church city","Virginia",51610,2,0
"401","2020-04-15","Fredericksburg city","Virginia",51630,15,0
"402","2020-04-15","King George","Virginia",51099,17,0
"403","2020-04-15","Loudoun","Virginia",51107,367,5
"404","2020-04-15","Manassas Park city","Virginia",51685,14,0
"405","2020-04-15","Manassas city","Virginia",51683,53,0
"406","2020-04-15","Prince William","Virginia",51153,536,1
"407","2020-04-15","Rappahannock","Virginia",51157,1,0
"408","2020-04-15","Spotsylvania","Virginia",51177,60,0
"409","2020-04-15","Stafford","Virginia",51179,108,1
"410","2020-04-15","Warren","Virginia",51187,20,0
"411","2020-04-16","Alexandria city","Virginia",51510,275,6
"412","2020-04-16","Arlington","Virginia",51013,453,12
"413","2020-04-16","Clarke","Virginia",51043,6,0
"414","2020-04-16","Culpeper","Virginia",51047,29,0
"415","2020-04-16","Fairfax","Virginia",51059,1375,30
"416","2020-04-16","Fairfax city","Virginia",51600,1,0
"417","2020-04-16","Falls Church city","Virginia",51610,2,0
"418","2020-04-16","Fredericksburg city","Virginia",51630,15,0
"419","2020-04-16","King George","Virginia",51099,18,0
"420","2020-04-16","Loudoun","Virginia",51107,378,5
"421","2020-04-16","Manassas Park city","Virginia",51685,16,0
"422","2020-04-16","Manassas city","Virginia",51683,62,0
"423","2020-04-16","Prince William","Virginia",51153,582,1
"424","2020-04-16","Rappahannock","Virginia",51157,1,0
"425","2020-04-16","Spotsylvania","Virginia",51177,62,0
"426","2020-04-16","Stafford","Virginia",51179,120,1
"427","2020-04-16","Warren","Virginia",51187,21,0
"428","2020-04-17","Alexandria city","Virginia",51510,321,6
"429","2020-04-17","Arlington","Virginia",51013,485,12
"430","2020-04-17","Clarke","Virginia",51043,6,0
"431","2020-04-17","Culpeper","Virginia",51047,32,0
"432","2020-04-17","Fairfax","Virginia",51059,1476,37
"433","2020-04-17","Fairfax city","Virginia",51600,2,0
"434","2020-04-17","Falls Church city","Virginia",51610,2,0
"435","2020-04-17","Fredericksburg city","Virginia",51630,15,0
"436","2020-04-17","King George","Virginia",51099,18,0
"437","2020-04-17","Loudoun","Virginia",51107,385,5
"438","2020-04-17","Manassas Park city","Virginia",51685,21,0
"439","2020-04-17","Manassas city","Virginia",51683,72,0
"440","2020-04-17","Prince William","Virginia",51153,644,1
"441","2020-04-17","Rappahannock","Virginia",51157,1,0
"442","2020-04-17","Spotsylvania","Virginia",51177,69,0
"443","2020-04-17","Stafford","Virginia",51179,128,1
"444","2020-04-17","Warren","Virginia",51187,22,0
"445","2020-04-18","Alexandria city","Virginia",51510,354,6
"446","2020-04-18","Arlington","Virginia",51013,520,12
"447","2020-04-18","Clarke","Virginia",51043,6,0
"448","2020-04-18","Culpeper","Virginia",51047,39,0
"449","2020-04-18","Fairfax","Virginia",51059,1633,37
"450","2020-04-18","Fairfax city","Virginia",51600,3,0
